word,tupled_annos,first_resolve,manual_resolve,resolve_type,ontological_resolve,notes
",","('O', 'O')",O,O,,,
off,"('O', 'O')",O,O,,,
ƒ,"('O', 'O')",O,O,,,
3:13:13½.,"('O', 'O')",O,O,,,
ruijm,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
t,"('O', 'O')",O,O,,,
welk,"('O', 'O')",O,O,,,
m,"('O', 'O')",O,O,,,
#ERROR!,"('O', 'O')",O,O,,,
as,"('O', 'O')",O,O,,,
-,"('O', 'O')",O,O,,,
3/0,"('O', 'O')",O,O,,,
off,"('O', 'O')",O,O,,,
ƒ,"('O', 'O')",O,O,,,
—,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
5,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
3,"('O', 'O')",O,O,,,
¾,"('O', 'O')",O,O,,,
ruijm,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
veel,"('O', 'O')",O,O,,,
met,"('O', 'O')",O,O,,,
die,"('O', 'O')",O,O,,,
van't,"('O', 'O')",O,O,,,
8,"('O', 'O')",O,O,,,
duurder,"('O', 'B-Increasing')","('O', 'B-Increasing')",B-Increasing,M,,
is,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
dan,"('O', 'O')",O,O,,,
die,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
a,"('O', 'O')",O,O,,,
#ERROR!,"('O', 'O')",O,O,,,
o,"('O', 'O')",O,O,,,
pass,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
o,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
niet,"('O', 'O')",O,O,,,
8,"('O', 'O')",O,O,,,
stp,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
s,"('O', 'O')",O,O,,,
8,"('O', 'O')",O,O,,,
penn,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
gelijck,"('O', 'O')",O,O,,,
de,"('O', 'O')",O,O,,,
kirmanse,"('O', 'O')",O,O,,,
bediendens,"('O', 'O')",O,O,,,
eerst,"('O', 'O')",O,O,,,
gisten,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
uhoog,"('O', 'O')",O,O,,,
Ed,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
e,"('O', 'O')",O,O,,,
agtb,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
sub,"('O', 'O')",O,O,,,
dato,"('O', 'O')",O,O,,,
primo,"('O', 'O')",O,O,,,
aug,"('O', 'O')",O,O,,,
#ERROR!,"('O', 'O')",O,O,,,
o,"('O', 'O')",O,O,,,
in,"('O', 'O')",O,O,,,
alle,"('O', 'O')",O,O,,,
submissie,"('O', 'O')",O,O,,,
bedeeld,"('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
voor,"('O', 'O')",O,O,,,
oogen,"('O', 'O')",O,O,,,
gebragt,"('O', 'O')",O,O,,,
is,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
onder,"('O', 'O')",O,O,,,
verdere,"('O', 'O')",O,O,,,
aankundigingh,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
die,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
kirman,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
datse,"('O', 'O')",O,O,,,
nog,"('O', 'O')",O,O,,,
een,"('O', 'O')",O,O,,,
parthijtje,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
28,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
–,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
balen,"('O', 'O')",O,O,,,
inhoudende,"('O', 'O')",O,O,,,
2520,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
–,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
lb,"('O', 'O')",O,O,,,
hadden,"('O', 'O')",O,O,,,
uijtgeseth,"('B-Trade', 'O')","('B-Trade', 'O')",B-Trade,M,,
",","('O', 'O')",O,O,,,
dog,"('O', 'O')",O,O,,,
gelijk,"('O', 'O')",O,O,,,
die,"('O', 'O')",O,O,,,
veelheijd,"('O', 'O')",O,O,,,
niet,"('O', 'O')",O,O,,,
voor,"('O', 'O')",O,O,,,
d,"('O', 'O')",O,O,,,
,"('O', 'O')",O,O,,,
aenstaende,"('O', 'O')",O,O,,,
maand,"('O', 'O')",O,O,,,
hier,"('B-Getting', 'B-BeingAtAPlace')","('B-Getting', 'B-BeingAtAPlace')",B-BeingAtAPlace,M,,
kan,"('I-Getting', 'I-BeingAtAPlace')","('I-Getting', 'I-BeingAtAPlace')",B-BeingAtAPlace,M,,
weesen,"('I-Getting', 'I-BeingAtAPlace')","('I-Getting', 'I-BeingAtAPlace')",B-BeingAtAPlace,M,,
",","('O', 'O')",O,O,,,
oversuden,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
dat,"('O', 'O')",O,O,,,
de,"('O', 'O')",O,O,,,
scheepen,"('O', 'O')",O,O,,,
in,"('O', 'O')",O,O,,,
gereetheijt,"('O', 'B-Repairing')","('O', 'B-Repairing')",B-Repairing,M,,
zijn,"('O', 'I-Repairing')","('O', 'I-Repairing')",I-Repairing,M,,
gebragt,"('O', 'I-Repairing')","('O', 'I-Repairing')",I-Repairing,M,,
",","('O', 'O')",O,O,,,
mitsg,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
s,"('O', 'O')",O,O,,,
haer,"('O', 'O')",O,O,,,
tijd,"('O', 'O')",O,O,,,
wel,"('O', 'O')",O,O,,,
sullen,"('O', 'O')",O,O,,,
benodigen,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
om,"('O', 'O')",O,O,,,
tijdig,"('O', 'O')",O,O,,,
op,"('O', 'O')",O,O,,,
batavia,"('O', 'O')",O,O,,,
te,"('B-Translocation', 'B-BeingAtAPlace')","('B-Translocation', 'B-BeingAtAPlace')",B-BeingAtAPlace,M,,
weesen,"('I-Translocation', 'I-BeingAtAPlace')","('I-Translocation', 'I-BeingAtAPlace')",B-BeingAtAPlace,M,,
",","('O', 'O')",O,O,,,
hebben,"('O', 'O')",O,O,,,
wij,"('O', 'O')",O,O,,,
niet,"('O', 'O')",O,O,,,
derven,"('O', 'O')",O,O,,,
besluijten,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
die,"('O', 'O')",O,O,,,
daer,"('O', 'O')",O,O,,,
na,"('O', 'O')",O,O,,,
op,"('O', 'B-BeingAtAPlace')",O,O,M,, 'op te houden' = vertragen?
tehouden,"('O', 'I-BeingAtAPlace')",O,O,M,,
",","('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
haer,"('O', 'O')",O,O,,,
reijse,"('B-Voyage', 'B-Voyage')",B-Voyage,B-Voyage,A,,
te,"('O', 'O')",O,O,,,
doen,"('O', 'O')",O,O,,,
vertragen,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
wes,"('O', 'O')",O,O,,,
die,"('O', 'O')",O,O,,,
op,"('O', 'B-Translocation')","('O', 'B-Translocation')",B-Translocation,M,,
weg,"('O', 'I-Translocation')","('O', 'I-Translocation')",I-Translocation,M,,
zijnde,"('O', 'I-Translocation')","('O', 'I-Translocation')",I-Translocation,M,,
wol,"('O', 'O')",O,O,,,
niet,"('O', 'O')",O,O,,,
voor,"('O', 'O')",O,O,,,
de,"('O', 'O')",O,O,,,
naeste,"('O', 'O')",O,O,,,
besendinge,"('B-Transportation', 'B-Transportation')",B-Transportation,B-Transportation,A,,
staet,"('O', 'O')",O,O,,,
te,"('O', 'O')",O,O,,,
volgen,"('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
aff,"('B-Transportation', 'B-Leaving')","('B-Transportation', 'B-Leaving')",B-Leaving,M,,
te,"('I-Transportation', 'I-Leaving')","('I-Transportation', 'I-Leaving')",I-Leaving,M,,
gaen,"('I-Transportation', 'I-Leaving')","('I-Transportation', 'I-Leaving')",I-Leaving,M,,
.,"('O', 'O')",O,O,,,
Waer,"('O', 'O')",O,O,,,
meede,"('O', 'O')",O,O,,,
P,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
a,"('O', 'O')",O,O,,,
&,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
a,"('O', 'O')",O,O,,,
(,"('O', 'O')",O,O,,,
onderstond,"('O', 'O')",O,O,,,
),"('O', 'O')",O,O,,,
hoog,"('O', 'O')",O,O,,,
Edele,"('O', 'O')",O,O,,,
gebiedende,"('O', 'O')",O,O,,,
\n,\n,\n,\n,,,
wat,"('O', 'O')",O,O,,,"This text does not follow from previous region in current HTR: marginalium: \wat quantiteit er nog op weg is, waar na de scheepen niet durven ophouden' oid. "
quantiteijt,"('O', 'O')",O,O,,,
er,"('O', 'O')",O,O,,,
nog,"('O', 'B-Translocation')","('O', 'B-Translocation')",O,M,,
op,"('B-Transportation', 'I-Translocation')","('B-Transportation', 'I-Translocation')",B-Transportation,AM,,
weg,"('I-Transportation', 'I-Translocation')","('I-Transportation', 'I-Translocation')",I-Transportation,A,,
is,"('I-Transportation', 'I-Translocation')","('I-Transportation', 'I-Translocation')",I-Transportation,A,,
",","('O', 'O')",O,O,,,
waer,"('O', 'O')",O,O,,,
na,"('O', 'O')",O,O,,,
de,"('O', 'O')",O,O,,,
scheepen,"('O', 'O')",O,O,,,
niet,"('O', 'O')",O,O,,,
derven,"('O', 'O')",O,O,,,
\n,\n,\n,\n,,,
tot,"('O', 'O')",O,O,,,Marginalium that come BEFORE the marginalium above
wat,"('O', 'O')",O,O,,,
prijs,"('O', 'O')",O,O,,,
de,"('O', 'O')",O,O,,,
deesen,"('O', 'O')",O,O,,,
7,"('O', 'O')",O,O,,,
Jaerse,"('O', 'O')",O,O,,,
beloopt,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
hoe,"('O', 'O')",O,O,,,
vorige,"('O', 'O')",O,O,,,
diffoneerd,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
\n,\n,\n,\n,,,
ontfangst,"('B-Getting', 'B-Getting')",B-Getting,B-Getting,A,,Marginalium that comes BEFORE Marginalium above
der,"('O', 'O')",O,O,,,
reek,"('O', 'B-Buying')","('O', 'B-Buying')",O,,,"Because this is a marginalium I think this annotation was a mistake, but maybe 'reek' means something I don't know about"
:,"('O', 'I-Buying')","('O', 'I-Buying')",O,,,
van,"('O', 'O')",O,O,,,
des,"('O', 'O')",O,O,,,
irmanse,"('O', 'O')",O,O,,,
wvol,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
\n,\n,\n,\n,,,
heeren,"('O', 'O')",O,O,,,Now we have the start of the last page.....
(,"('O', 'O')",O,O,,,
Lager,"('O', 'O')",O,O,,,
),"('O', 'O')",O,O,,,
uw,"('O', 'O')",O,O,,,
hoog,"('O', 'O')",O,O,,,
Edele,"('O', 'O')",O,O,,,
agtb,"('O', 'O')",O,O,,,
#ERROR!,"('O', 'O')",O,O,,,
re,"('O', 'O')",O,O,,,
onderdanige,"('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
getrouwe,"('O', 'O')",O,O,,,
dienaren,"('O', 'O')",O,O,,,
(,"('O', 'O')",O,O,,,
was,"('O', 'O')",O,O,,,
geteekent,"('O', 'O')",O,O,,,
),"('O', 'O')",O,O,,,
W,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
m,"('O', 'O')",O,O,,,
backer,"('O', 'O')",O,O,,,
Jacobsz,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
Jan,"('O', 'O')",O,O,,,
Oets,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
matth,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
s,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
Iongeren,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
adriaan,"('O', 'O')",O,O,,,
Van,"('O', 'O')",O,O,,,
biesum,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
N,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
o,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
Hoorn,"('O', 'O')",O,O,,,
(,"('O', 'O')",O,O,,,
in,"('O', 'O')",O,O,,,
margine,"('O', 'O')",O,O,,,
),"('O', 'O')",O,O,,,
gamron,"('O', 'O')",O,O,,,
den,"('O', 'O')",O,O,,,
26„e,"('O', 'O')",O,O,,,
februarij,"('O', 'O')",O,O,,,
a,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
o,"('O', 'O')",O,O,,,
1711,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
(,"('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
daer,"('O', 'O')",O,O,,,
onder,"('O', 'O')",O,O,,,
),"('O', 'O')",O,O,,,
P,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
S,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
28,"('O', 'O')",O,O,,,
kassen,"('O', 'O')",O,O,,,
Chiraese,"('O', 'O')",O,O,,,
Claretwijn,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
zoo,"('O', 'O')",O,O,,,
Even,"('O', 'O')",O,O,,,
komende,"('O', 'O')",O,O,,,
aen,"('B-Getting', 'B-Arriving')","('B-Getting', 'B-Arriving')",B-Getting,M,,Classic example of something that is both a getting and an arriving event. Opting for getting since it seems to hold more semantic value. I do feel like Transportation is more close to the word used though.
telanden,"('I-Getting', 'I-Arriving')","('I-Getting', 'I-Arriving')",B-Getting,M,,
",","('O', 'O')",O,O,,,
hebben,"('O', 'O')",O,O,,,
niet,"('O', 'O')",O,O,,,
mogen,"('O', 'O')",O,O,,,
affwesen,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
nog,"('O', 'O')",O,O,,,
in,"('O', 'O')",O,O,,,
Vugeen,"('O', 'O')",O,O,,,
voor,"('O', 'O')",O,O,,,
de,"('B-None', 'O')","('B-None', 'O')",O,M,, 'None' annotation probably some inception difficulty in deleting an annotation
hooffd,"('I-None', 'O')","('I-None', 'O')",O,M,,
plaets,"('I-None', 'O')","('I-None', 'O')",O,M,,
tescheepen,"('B-Transportation', 'B-Transportation')",B-Transportation,B-Transportation,A,,
",","('O', 'O')",O,O,,,
des,"('O', 'O')",O,O,,,
t,"('O', 'O')",O,O,,,
versondene,"('B-Transportation', 'B-Transportation')",B-Transportation,B-Transportation,A,,
nu,"('O', 'O')",O,O,,,
Loord,"('O', 'O')",O,O,,,
,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
met,"('O', 'O')",O,O,,,
ƒ153741:6:—.,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
dat,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
de,"('O', 'O')",O,O,,,
2,"('O', 'O')",O,O,,,
bodems,"('O', 'O')",O,O,,,
ƒ,"('O', 'O')",O,O,,,
297489,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
5,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
8,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
de,"('O', 'O')",O,O,,,
vier,"('O', 'O')",O,O,,,
te,"('O', 'O')",O,O,,,
samen,"('O', 'O')",O,O,,,
ƒ,"('O', 'O')",O,O,,,
795147,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
6,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
8,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
\n,\n,\n,\n,,,
Gamron,"('O', 'O')",O,O,,,
Aan,"('O', 'O')",O,O,,,
d,"('O', 'O')",O,O,,,
,"('O', 'O')",O,O,,,
Edele,"('O', 'O')",O,O,,,
Heer,"('O', 'O')",O,O,,,
Willem,"('O', 'O')",O,O,,,
backer,"('O', 'O')",O,O,,,
Jacobsz,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
directeur,"('O', 'O')",O,O,,,
over,"('O', 'O')",O,O,,,
s,"('O', 'O')",O,O,,,
Comp,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
s,"('O', 'O')",O,O,,,
aansienlijkke,"('O', 'O')",O,O,,,
belangen,"('O', 'O')",O,O,,,
in,"('O', 'O')",O,O,,,
t,"('O', 'O')",O,O,,,
Rijk,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
Persia,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
mitsg,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
s,"('O', 'O')",O,O,,,
den,"('O', 'O')",O,O,,,
Raad,"('O', 'O')",O,O,,,
.,"('O', 'O')",O,O,,,
\n,\n,\n,\n,,,
Bij,"('O', 'O')",O,O,,,
ons,"('O', 'O')",O,O,,,
Laetst,"('O', 'O')",O,O,,,
gedienstig,"('O', 'O')",O,O,,,
schrijvens,"('O', 'O')",O,O,,,
van,"('O', 'O')",O,O,,,
den,"('O', 'O')",O,O,,,
19,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
,"('O', 'O')",O,O,,,
der,"('O', 'O')",O,O,,,
verweeken,"('O', 'O')",O,O,,,
maand,"('O', 'O')",O,O,,,
9b,"('O', 'O')",O,O,,,
:,"('O', 'O')",O,O,,,
copielyk,"('O', 'O')",O,O,,,
neevens,"('O', 'O')",O,O,,,
desen,"('O', 'O')",O,O,,,
Leggende,"('B-BeingAtAPlace', 'O')","('B-BeingAtAPlace', 'O')",B-BeingAtAPlace,M,,
",","('O', 'O')",O,O,,,
\n,\n,\n,\n,,,
_,"('O', 'O')",O,O,,,
„,"('O', 'O')",O,O,,,
te,"('O', 'O')",O,O,,,
Edele,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
Erntfeste,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
manh=,"('O', 'O')",O,O,,,
Wel,"('O', 'O')",O,O,,,
wijse,"('O', 'O')",O,O,,,
:/,"('O', 'O')",O,O,,,
voorsienige,"('O', 'O')",O,O,,,
",","('O', 'O')",O,O,,,
en,"('O', 'O')",O,O,,,
seer,"('O', 'O')",O,O,,,
Genereuse,"('O', 'O')",O,O,,,
Heer,"('O', 'O')",O,O,,,
\n,\n,\n,\n,,,
